"filename", "language", "JSON", "Markdown", "Docker", "JSON with Comments", "Shell Script", "TypeScript", "JavaScript", "HTML", "CSS", "SCSS", "Python", "comment", "blank", "total"
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-abertas/progresso-questoes-abertas.component.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-fechadas/progresso-questoes-fechadas.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-fechadas/progresso-questoes-fechadas.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-fechadas/progresso-questoes-fechadas.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/progresso-questoes-fechadas/progresso-questoes-fechadas.component.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/tempo-online/tempo-online.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/tempo-online/tempo-online.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/tempo-online/tempo-online.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/tempo-online/tempo-online.component.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/tentativa-questoes/tentativa-questoes.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/tentativa-questoes/tentativa-questoes.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/leonardosoaresesilva/Documentos/projetos/32bits/src/app/analytics-module/tentativa-questoes/tentativa-questoes.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
